ER5001,ER5002,ER5006,ER5013,ER5031,ER5032,ER6814,ER6993,ER72001,ER72002,ER72017,ER72024,ER72030,ER72031,ER76897,ER77448
6,1862,40,1,5,0,2,20789,,,,,,,,
6,7299,71,1,1,350000,1,166934,1,2436,95,1,1,900000,1,150400
6,532,66,3,1,130000,1,10052,,,,,,,,
6,2635,45,1,1,80000,1,66869,1,1790,69,1,1,200000,1,82610
6,5422,40,1,1,200000,1,80822,1,2105,64,1,1,400000,1,101600
,,,,,,,,1,1587,40,2,8,0,1,49000
,,,,,,,,1,1891,35,1,1,375000,1,217000
,,,,,,,,1,1412,34,2,5,0,1,43003
6,533,40,2,1,185000,1,17100,,,,,,,,
,,,,,,,,1,1985,32,1,5,0,1,100000
,,,,,,,,1,2862,33,4,5,0,9,109026
6,5420,68,1,1,130000,1,40802,,,,,,,,
6,5751,39,1,1,120000,1,64415,1,7273,63,3,1,300000,1,98002
,,,,,,,,1,8662,44,4,1,190000,1,144050
,,,,,,,,1,6173,41,2,1,170000,1,129600
,,,,,,,,1,6028,38,2,1,200000,1,113050
,,,,,,,,1,9002,34,1,5,0,1,102746
6,1933,43,1,1,80000,1,45001,,,,,,,,
6,2633,25,1,5,0,1,19349,,,,,,,,
,,,,,,,,1,6236,31,1,1,300000,1,210476
,,,,,,,,1,8001,36,1,1,310000,1,134000
,,,,,,,,1,6833,43,2,1,120000,1,135840
6,3001,43,5,5,0,1,16772,1,5445,67,3,5,0,1,24836
,,,,,,,,1,6789,35,2,1,500000,7,196250
6,10216,26,2,5,0,3,23079,,,,,,,,
6,1350,42,1,5,0,1,31098,,,,,,,,
,,,,,,,,1,6841,45,1,1,500000,1,100200
,,,,,,,,1,6900,37,1,5,0,1,102100
,,,,,,,,1,7675,33,1,5,0,1,99000
,,,,,,,,1,2432,58,2,5,0,7,58153
,,,,,,,,1,1849,29,1,5,0,1,105004
6,458,39,1,1,140000,1,50001,1,2098,64,1,5,0,1,23646
,,,,,,,,1,2117,37,2,5,0,1,35000
,,,,,,,,1,661,63,3,1,280000,1,42050
6,3156,49,1,1,120000,1,86523,,,,,,,,
,,,,,,,,1,1273,42,1,1,285000,1,141700
6,41,32,2,8,0,1,29101,1,964,56,2,1,350000,1,91400
6,38,37,1,1,250000,1,98702,,,,,,,,
,,,,,,,,1,497,44,1,1,300000,1,142002
6,955,88,3,1,20000,2,4441,,,,,,,,
6,10303,32,5,5,0,2,4500,1,4880,56,5,5,0,2,0
6,954,31,1,1,115000,2,64201,1,7362,55,1,1,220000,2,205200
6,6288,30,2,5,0,2,35004,1,4933,54,4,5,0,2,3600
,,,,,,,,1,4708,37,2,5,0,2,42212
,,,,,,,,1,7657,30,2,5,0,2,124000
6,1351,36,4,1,96000,2,39908,,,,,,,,
,,,,,,,,1,7949,33,2,5,0,1,341700
6,37,73,3,1,40000,2,0,,,,,,,,
6,1608,50,1,5,0,2,18745,,,,,,,,
,,,,,,,,1,917,42,2,5,0,2,32368
,,,,,,,,1,223,67,3,5,0,2,23000
,,,,,,,,1,668,75,3,1,75000,2,69992
6,1352,49,1,1,100000,1,69172,,,,,,,,
6,2145,48,4,5,0,1,46661,1,3146,72,4,1,230000,1,37334
,,,,,,,,1,3299,51,1,1,338000,1,171130
,,,,,,,,1,3241,48,1,1,180000,1,65000
,,,,,,,,1,3132,30,2,5,0,1,44000
,,,,,,,,1,3120,28,2,5,0,1,38050
,,,,,,,,1,3429,25,2,5,0,1,26000
6,2046,71,1,5,0,1,18829,,,,,,,,
6,3552,87,3,1,70000,1,33245,,,,,,,,
6,3946,44,3,1,60000,1,64131,1,8032,70,3,5,0,1,14772
,,,,,,,,1,9180,51,2,1,22000,1,22850
6,1354,22,2,1,8500,1,12999,1,9237,47,2,1,63000,1,25888
,,,,,,,,1,8065,41,2,5,0,1,8760
,,,,,,,,1,8428,22,2,1,16000,1,53213
6,1353,33,4,1,40000,1,29070,,,,,,,,
6,3002,30,1,1,32000,9,32100,1,6507,54,1,1,12000,1,33000
,,,,,,,,1,8703,44,2,5,0,1,42210
,,,,,,,,1,8348,40,4,5,0,1,44933
,,,,,,,,1,9587,41,2,5,0,1,78467
,,,,,,,,1,7709,31,1,5,0,1,107500
6,2891,39,1,1,180000,1,76002,1,713,63,1,1,475000,1,144597
6,454,28,4,5,0,1,20000,1,1206,53,1,1,330000,1,176000
,,,,,,,,1,508,45,2,1,102000,1,39000
,,,,,,,,1,1085,39,4,5,0,1,59530
6,445,57,1,1,40000,1,64058,,,,,,,,
6,956,80,3,1,45000,1,7681,,,,,,,,
6,2049,72,3,1,58500,2,11232,,,,,,,,
6,2051,47,4,1,67000,2,27901,1,676,71,4,5,0,2,79000
6,4745,65,1,1,45000,1,39625,,,,,,,,
6,10044,39,2,1,150000,1,80343,,,,,,,,
6,7775,34,1,1,65000,1,35493,1,6402,58,1,1,170000,1,49359
,,,,,,,,1,6031,42,5,5,0,1,27200
,,,,,,,,1,8584,35,2,5,0,1,105000
,,,,,,,,1,5274,25,2,1,8500,1,21500
6,10066,41,1,1,180000,1,101502,1,8115,65,1,1,625000,1,105395
6,7253,41,1,1,233000,1,118403,,,,,,,,
6,24,46,4,1,70000,3,11799,1,4058,70,4,5,0,1,8880
6,28,24,1,5,0,1,23999,1,4349,50,1,1,220000,1,47000
,,,,,,,,1,3938,35,1,5,0,1,34000
,,,,,,,,1,4348,27,2,5,0,1,19000
,,,,,,,,1,4341,28,2,1,11000,7,61280
,,,,,,,,1,4200,25,2,5,0,1,35200
,,,,,,,,1,3982,52,4,5,0,1,45100
,,,,,,,,1,3921,28,2,1,210000,7,102000
,,,,,,,,1,4501,47,1,5,0,1,76000
6,1689,67,3,1,115000,1,19387,,,,,,,,
6,2560,42,1,1,160000,1,60402,1,7726,67,1,1,250000,1,109720
,,,,,,,,1,6458,39,1,1,400000,1,230100
,,,,,,,,1,5831,33,2,5,0,1,78015
6,2301,47,1,1,200000,1,70835,1,5104,71,1,1,650000,1,146539
6,2563,39,1,1,230000,1,86020,,,,,,,,
,,,,,,,,1,5722,46,1,1,625000,1,207036
,,,,,,,,1,6011,43,1,1,250000,1,62650
6,2711,55,4,1,300000,1,100301,1,861,79,4,5,0,1,257700
6,9957,33,1,5,0,5,103003,,,,,,,,
6,2557,66,3,1,100000,1,69860,1,9178,91,3,1,250000,1,64568
6,3286,33,1,1,135000,1,155005,,,,,,,,
,,,,,,,,1,5746,32,1,1,365000,1,142000
,,,,,,,,1,6962,29,2,8,0,1,14601
6,196,32,1,1,110000,1,42701,1,9095,58,1,1,265000,1,93000
6,4274,64,1,1,70000,1,62440,,,,,,,,
6,2146,39,1,1,100000,1,57301,1,3520,63,1,1,170000,1,99432
6,3003,36,1,1,80000,1,40000,1,3598,60,1,5,0,1,53000
,,,,,,,,1,3858,42,1,5,0,1,170000
,,,,,,,,1,3619,39,2,1,180000,1,113500
,,,,,,,,1,3702,33,2,5,0,1,6200
,,,,,,,,1,3506,31,2,1,125000,1,80000
6,2147,46,1,5,0,1,97703,1,3599,70,1,5,0,1,113227
,,,,,,,,1,3534,36,1,1,250000,1,-60000
6,266,83,4,5,0,1,53614,,,,,,,,
6,3774,49,4,1,150000,7,600,,,,,,,,
6,957,58,1,1,25000,1,11070,,,,,,,,
6,958,23,2,8,0,1,14665,,,,,,,,
6,1355,21,1,1,40000,3,32000,,,,,,,,
6,388,56,1,1,58000,1,27301,1,88,81,1,1,128000,1,52914
6,2712,74,3,1,40000,1,17550,,,,,,,,
6,2454,43,1,1,50000,1,68930,1,221,67,1,1,200000,1,72468
6,386,77,1,1,100000,1,65328,,,,,,,,
6,6230,39,2,1,84000,1,20100,,,,,,,,
6,1829,50,1,1,80000,1,69201,,,,,,,,
6,1892,74,3,1,100000,1,38750,,,,,,,,
6,4607,45,1,1,500000,1,167006,1,3548,69,1,1,1500000,1,147400
6,3857,39,1,1,135000,1,123101,1,3514,63,1,5,0,1,196300
,,,,,,,,1,3495,35,2,1,700000,1,260000
,,,,,,,,1,3497,34,1,5,0,1,181106
,,,,,,,,1,3503,32,1,5,0,1,201100
6,5606,44,1,1,160000,7,82958,1,1605,68,1,1,220000,1,55512
,,,,,,,,1,2153,46,1,5,0,1,93004
6,4275,24,1,1,115000,7,23999,1,2291,48,1,1,725000,1,167414
,,,,,,,,1,1650,26,2,5,0,7,32000
6,630,79,1,1,45000,1,24583,,,,,,,,
6,959,72,1,1,70000,1,55454,,,,,,,,
6,2148,43,1,1,210000,1,92562,1,7844,67,1,1,900000,1,240167
6,8839,40,1,5,0,1,53201,,,,,,,,
6,3947,30,2,5,0,1,24000,,,,,,,,
,,,,,,,,1,7530,37,2,5,0,1,92000
6,960,39,4,5,0,1,14960,,,,,,,,
,,,,,,,,1,7198,31,1,5,0,1,120638
6,629,71,3,1,80000,1,1010215,1,8983,96,3,1,150000,1,12600
6,1983,40,1,1,85000,1,62202,1,8817,65,1,1,200000,1,131400
,,,,,,,,1,7978,39,2,5,0,1,320000
,,,,,,,,1,9373,32,2,5,0,1,22050
,,,,,,,,1,8711,29,2,8,0,1,18601
6,633,49,1,1,325000,1,190007,,,,,,,,
6,291,81,1,1,100000,1,49962,,,,,,,,
6,681,77,1,1,200000,1,14721,,,,,,,,
6,688,44,1,1,150000,1,2000,,,,,,,,
6,8228,84,3,1,85000,2,103400,,,,,,,,
6,2043,73,4,1,55000,2,8007,,,,,,,,
,,,,,,,,1,60,68,2,1,9999999,2,25200
6,3553,49,1,1,110000,1,6800,1,2978,73,1,1,275000,1,66620
6,3949,25,2,5,0,1,17000,,,,,,,,
6,8857,23,2,5,0,1,14000,,,,,,,,
,,,,,,,,1,3168,38,4,1,180000,1,74000
,,,,,,,,1,2945,24,2,5,0,1,18010
6,3948,51,1,5,0,1,59001,1,2961,75,1,1,220000,1,33750
,,,,,,,,1,2980,37,4,1,195000,1,34330
6,3412,51,4,1,110000,1,65302,,,,,,,,
6,3808,51,4,1,80000,1,37348,,,,,,,,
6,2838,26,1,5,0,1,18800,,,,,,,,
,,,,,,,,1,4395,46,5,5,0,1,54000
,,,,,,,,1,4050,29,2,5,0,1,16200
,,,,,,,,1,4433,29,2,5,0,1,68200
6,7689,63,1,5,0,1,79203,,,,,,,,
,,,,,,,,1,5312,67,1,5,0,1,91204
,,,,,,,,1,8044,40,4,5,0,1,34000
,,,,,,,,1,8212,38,2,5,0,1,38815
6,5879,45,1,1,28000,1,45975,,,,,,,,
,,,,,,,,1,9191,44,1,1,172000,1,110068
6,4625,92,3,5,0,1,7800,,,,,,,,
6,5992,70,3,1,75000,1,23510,,,,,,,,
6,492,43,1,1,90000,1,62002,,,,,,,,
6,4886,39,2,1,80000,1,67647,,,,,,,,
6,3854,36,5,8,0,1,13567,,,,,,,,
6,6615,25,2,5,0,1,27000,,,,,,,,
,,,,,,,,1,4893,41,1,1,150000,1,55904
,,,,,,,,1,8573,42,1,1,260000,1,113000
,,,,,,,,1,9559,40,4,5,0,1,50000
6,4753,37,5,1,75000,1,19722,,,,,,,,
6,1890,43,2,1,43000,1,32081,,,,,,,,
,,,,,,,,1,7514,65,1,5,0,1,63963
,,,,,,,,1,7639,36,1,1,100000,1,81026
,,,,,,,,1,6702,35,1,1,270000,1,99636
6,588,86,3,5,0,2,6300,,,,,,,,
6,3554,72,1,1,40000,1,13644,,,,,,,,
6,962,38,5,1,25000,1,17091,1,8217,64,4,1,150000,1,21620
,,,,,,,,1,5596,46,4,5,0,1,69200
,,,,,,,,1,7228,37,4,1,70000,1,25560
,,,,,,,,1,5071,35,2,1,170000,1,67016
6,1356,46,1,1,65000,1,57099,1,8530,71,1,1,120000,1,38400
6,961,27,1,1,52000,1,800,,,,,,,,
,,,,,,,,1,8516,55,1,1,107000,1,70000
,,,,,,,,1,4872,30,1,1,160000,1,83500
6,1726,62,1,1,95000,1,27836,,,,,,,,
6,250,40,1,1,60000,1,26060,,,,,,,,
6,4100,35,1,1,58000,1,40400,1,7912,59,4,1,150000,1,63801
,,,,,,,,1,8338,36,1,1,150000,1,50000
,,,,,,,,1,8673,23,2,1,106000,1,20000
6,3130,38,4,1,7500,1,30626,,,,,,,,
6,249,37,4,5,0,1,20996,,,,,,,,
,,,,,,,,1,4959,40,1,1,140000,1,149000
6,963,70,1,1,80000,1,22116,,,,,,,,
,,,,,,,,1,5174,91,3,5,0,1,12720
6,2149,42,1,1,275000,1,368012,1,5742,66,4,1,1200000,1,26510
6,3004,23,1,1,80000,1,38874,,,,,,,,
6,5029,47,1,1,170000,1,82665,,,,,,,,
6,185,72,3,1,75000,1,26851,,,,,,,,
,,,,,,,,1,9563,30,1,1,310000,1,122480
6,192,44,1,5,0,1,43500,1,7484,68,1,1,196000,1,30537
6,4276,28,4,5,0,1,22300,,,,,,,,
6,3950,27,2,5,0,1,84274,1,9555,52,2,1,400000,1,100658
6,5173,25,2,1,95000,1,53801,,,,,,,,
6,10155,63,1,1,36000,1,27680,,,,,,,,
6,8273,61,1,1,65000,1,59928,,,,,,,,
6,2052,37,2,1,100000,1,41000,,,,,,,,
,,,,,,,,1,5360,56,1,1,260000,1,185600
,,,,,,,,1,4694,29,4,1,130000,1,55410
,,,,,,,,1,9358,31,2,1,250000,7,41000
6,729,31,4,1,65000,1,70651,,,,,,,,
6,10092,90,1,5,0,1,11601,,,,,,,,
6,2150,67,4,5,0,1,35587,,,,,,,,
6,2531,62,1,1,75000,1,114503,,,,,,,,
6,7451,38,1,1,70000,1,351378,1,458,62,5,1,250000,1,313550
6,2534,35,1,1,185000,1,66001,1,40,59,1,1,225000,1,245000
6,112,32,1,1,80000,1,41449,,,,,,,,
,,,,,,,,1,256,25,1,1,126000,1,69000
,,,,,,,,1,835,56,3,1,120000,1,149929
,,,,,,,,1,724,31,1,1,190000,1,112200
,,,,,,,,1,2387,47,4,1,150000,1,30000
,,,,,,,,1,1433,23,2,5,0,1,17000
6,1357,24,1,5,0,1,14379,,,,,,,,
6,2713,59,1,1,35000,1,31004,,,,,,,,
,,,,,,,,1,4722,36,2,1,450000,1,80400
,,,,,,,,1,4579,27,2,1,290000,1,99820
6,3005,59,1,1,60000,1,35001,,,,,,,,
6,2714,40,1,1,200000,1,91702,,,,,,,,
,,,,,,,,1,4888,34,1,1,225000,1,72006
6,159,64,1,1,65000,1,43286,1,1925,89,3,1,135000,1,71494
6,1654,40,5,5,0,1,10650,1,1926,64,4,8,0,1,12276
6,151,36,1,1,30000,1,21720,1,1457,61,5,1,30000,1,21500
,,,,,,,,1,2485,28,4,8,0,1,24960
6,4740,62,1,1,100000,1,52601,,,,,,,,
6,2852,42,1,5,0,1,46001,,,,,,,,
6,2853,41,4,5,0,1,57542,1,8995,65,1,1,239000,1,121600
6,10223,36,1,5,0,1,67363,,,,,,,,
6,3151,24,1,5,0,1,20700,,,,,,,,
,,,,,,,,1,9091,45,1,1,265000,1,150000
,,,,,,,,1,6923,27,1,1,182500,1,120000
6,2151,85,3,1,75000,1,11509,,,,,,,,
6,463,80,3,5,0,1,9123,,,,,,,,
6,464,45,2,1,15000,1,36419,1,1190,70,2,1,20000,1,38742
6,965,57,1,1,70000,1,1000504,1,2224,82,3,1,110000,1,56450
6,964,32,5,5,0,1,55721,1,2327,57,1,1,140000,1,70100
6,2715,25,1,1,35000,1,29501,1,2475,49,4,1,150000,1,40000
,,,,,,,,1,1380,25,2,5,0,1,31336
6,1358,36,1,1,80000,1,67201,1,2406,60,1,1,165000,1,78600
,,,,,,,,1,1678,46,1,1,280000,3,120238
,,,,,,,,1,2152,36,1,1,145000,1,72000
6,2863,38,1,5,0,2,31746,1,2974,62,1,5,0,2,10200
6,1872,37,1,1,80000,2,59401,,,,,,,,
6,1869,35,2,5,0,2,16898,,,,,,,,
,,,,,,,,1,3134,28,2,5,0,2,32950
,,,,,,,,1,3365,22,2,5,0,2,51700
,,,,,,,,1,3270,48,1,5,0,2,57080
,,,,,,,,1,3092,33,1,5,0,2,131300
6,966,54,3,5,0,1,5113,,,,,,,,
6,5607,32,2,5,0,1,26677,1,591,56,2,1,120000,1,81697
6,3815,70,1,1,90000,1,26580,,,,,,,,
6,3817,44,1,1,85,1,47000,1,6751,68,1,5,0,1,93562
,,,,,,,,1,5361,34,2,5,0,1,19000
,,,,,,,,1,7203,26,2,5,0,1,14150
,,,,,,,,1,6451,24,2,5,0,1,15000
6,10431,47,4,8,0,1,4699,,,,,,,,
6,4517,36,1,5,0,1,21420,1,5428,60,1,5,0,1,75650
6,3816,37,1,1,93000,1,39940,1,6848,61,1,1,350000,1,132602
6,1359,65,1,1,250000,1,38300,,,,,,,,
6,3006,58,1,1,150000,1,27992,,,,,,,,
,,,,,,,,1,7630,36,1,5,0,1,126002
,,,,,,,,1,9077,29,1,5,0,1,80000
6,5541,43,1,1,150000,1,95875,1,4873,67,1,1,325000,1,161144
6,2152,36,1,1,130000,1,75503,,,,,,,,
,,,,,,,,1,4523,24,2,5,0,1,3230
,,,,,,,,1,7370,71,1,1,385000,1,110020
6,419,66,3,1,122000,1,79925,,,,,,,,
6,6234,41,1,1,139000,1,71349,,,,,,,,
6,418,38,1,1,95000,1,33000,1,5484,63,1,1,190000,1,98100
6,3819,35,1,1,60000,1,38350,,,,,,,,
6,5941,32,1,1,150000,1,58602,1,8467,56,1,1,375000,1,205026
,,,,,,,,1,5077,36,1,1,175000,1,153037
,,,,,,,,1,9490,36,2,8,0,1,31020
,,,,,,,,1,8702,35,1,1,291000,1,97000
,,,,,,,,1,7707,22,2,5,0,1,40020
6,2604,42,1,1,140000,1,58850,1,4913,66,1,1,260000,1,143700
6,2605,30,1,1,160000,1,45100,1,5967,54,1,1,400000,1,253200
,,,,,,,,1,6778,56,4,1,320000,1,62412
,,,,,,,,1,6084,32,1,1,200000,1,107000
,,,,,,,,1,5658,35,1,1,200000,1,176600
,,,,,,,,1,5048,28,1,1,320000,1,130100
6,2153,64,1,1,100000,1,65185,,,,,,,,
6,8229,31,4,1,130000,1,113723,,,,,,,,
6,967,40,1,1,120000,1,44744,,,,,,,,
6,1360,43,1,1,110000,1,60033,,,,,,,,
6,594,45,1,1,130000,1,80002,,,,,,,,
,,,,,,,,1,7471,33,1,1,200000,1,137012
,,,,,,,,1,9238,29,1,1,160000,1,125200
6,969,56,5,1,90000,1,77001,,,,,,,,
6,1361,53,4,1,125000,1,62002,1,253,77,4,1,520000,1,41231
,,,,,,,,1,1028,22,2,5,0,1,26700
6,2154,39,1,1,105000,1,60100,1,171,63,1,1,500000,1,209644
6,968,33,1,1,140000,1,72000,,,,,,,,
,,,,,,,,1,696,36,2,1,200000,9,87100
,,,,,,,,1,220,27,1,1,285000,1,76050
6,3007,30,1,5,0,1,66251,,,,,,,,
6,3951,30,1,1,200000,1,90502,,,,,,,,
6,9455,78,3,5,0,1,9551,,,,,,,,
6,1362,50,1,1,300000,1,94878,,,,,,,,
6,971,43,2,5,0,1,38001,,,,,,,,
,,,,,,,,1,3446,45,2,1,400000,1,94300
,,,,,,,,1,3059,40,2,5,0,1,7200
6,970,38,1,1,130000,1,71238,,,,,,,,
,,,,,,,,1,2982,66,1,1,300000,1,47200
6,1865,81,4,1,50000,1,12301,,,,,,,,
6,1363,68,1,1,180000,1,26401,,,,,,,,
,,,,,,,,1,121,66,4,5,0,1,12164
6,1364,37,1,1,70000,1,55761,1,390,61,1,1,180000,1,215000
,,,,,,,,1,1087,27,2,5,0,1,46000
6,2455,48,1,1,100000,1,46520,,,,,,,,
,,,,,,,,1,201,23,2,5,0,1,26992
,,,,,,,,1,107,48,1,1,270000,1,183438
6,1733,75,3,1,200000,1,83307,,,,,,,,
6,1727,46,4,8,0,1,13441,,,,,,,,
6,972,69,3,5,0,2,6624,,,,,,,,
6,2008,64,1,1,124000,1,46402,1,3658,88,1,1,220000,1,73450
6,3198,34,1,5,0,1,105003,1,3804,58,4,1,200000,1,46800
6,2011,29,2,8,0,1,54301,1,3633,53,1,1,450000,1,251425
6,667,32,1,1,9999998,1,53610,1,3689,57,1,1,485000,1,1363
,,,,,,,,1,3615,30,1,5,0,1,164000
,,,,,,,,1,3557,27,2,5,0,1,133500
6,1366,53,1,1,120000,1,75001,1,5198,77,1,1,185000,1,61200
6,3688,25,2,1,85000,1,50159,,,,,,,,
6,1365,49,1,1,65000,1,62583,1,9290,74,1,1,80000,1,75775
,,,,,,,,1,5929,51,1,1,160000,1,124606
6,2616,53,1,1,250000,1,92452,1,3883,77,1,1,850000,7,130102
6,4525,27,2,5,0,1,25586,1,4259,51,1,1,450000,1,119631
6,3834,25,2,1,170000,1,90680,,,,,,,,
,,,,,,,,1,3910,39,1,5,0,1,204500
,,,,,,,,1,4403,56,1,1,1000000,4,927000
,,,,,,,,1,4357,43,1,1,625000,1,688100
6,973,72,1,1,40000,1,17365,,,,,,,,
6,1859,86,3,1,8000,1,18685,,,,,,,,
6,1367,72,1,1,250000,1,122129,,,,,,,,
6,1853,72,3,1,50000,1,26521,,,,,,,,
6,3829,41,1,1,220000,1,60851,1,1165,65,1,1,550000,1,80475
6,3828,48,1,1,250000,1,79000,1,639,72,1,1,720000,1,99100
6,1854,22,2,8,0,1,31900,,,,,,,,
6,9092,48,4,1,325000,1,39601,,,,,,,,
6,552,61,1,1,225000,1,204507,,,,,,,,
6,559,31,1,1,150000,1,77366,1,834,56,1,1,600000,1,172500
,,,,,,,,1,1325,24,2,5,0,1,31070
,,,,,,,,1,1089,23,2,5,0,1,31400
6,550,37,1,1,75000,1,87303,,,,,,,,
6,974,70,1,1,250000,1,29702,,,,,,,,
6,9755,43,1,1,675000,1,725368,,,,,,,,
6,1368,47,4,1,350000,1,143505,1,315,72,1,1,1000000,1,86125
6,1369,55,1,5,0,2,35000,1,3515,80,1,5,0,2,42400
6,1370,32,1,5,0,2,55352,1,3552,57,4,5,0,2,55320
6,2456,29,2,5,0,9,20800,1,3839,53,2,5,0,2,40000
,,,,,,,,1,3660,32,2,5,0,2,50000
,,,,,,,,1,3755,29,2,5,0,2,60000
,,,,,,,,1,3796,25,2,5,0,2,25000
,,,,,,,,1,3677,51,4,5,0,2,138753
,,,,,,,,1,3465,30,2,5,0,2,31200
6,2029,65,1,1,250000,1,125743,1,4282,89,1,1,300000,1,130780
6,710,33,1,1,160000,1,78202,1,4069,57,1,1,350000,1,149600
6,7173,30,2,5,0,1,45001,,,,,,,,
6,709,33,4,5,0,1,25247,,,,,,,,
,,,,,,,,1,4431,53,1,5,0,1,131996
,,,,,,,,1,4313,57,1,1,650000,1,166000
6,975,57,1,1,260000,1,29999,,,,,,,,
6,976,30,2,5,0,1,35001,1,7366,55,2,5,0,1,20000
6,977,26,2,5,0,1,30399,1,8718,51,1,1,650000,1,210000
6,3008,29,1,1,215000,1,102002,,,,,,,,
,,,,,,,,1,7470,54,4,1,475000,1,243000
6,677,65,1,1,130000,1,172196,,,,,,,,
,,,,,,,,1,3083,87,3,1,100000,1,91958
6,671,41,1,1,199000,1,23200,1,3100,65,1,1,250000,1,32223
6,9785,35,1,1,180000,1,67657,1,3065,58,1,1,353000,1,166692
6,674,29,2,5,0,1,27551,,,,,,,,
,,,,,,,,1,3099,32,2,1,150000,1,40000
,,,,,,,,1,2952,58,1,1,330000,1,20856
,,,,,,,,1,3157,33,1,5,0,1,160400
6,1372,67,1,1,400000,1,154905,,,,,,,,
6,1371,66,4,1,150000,1,39678,,,,,,,,
6,2458,44,1,1,350000,1,168002,1,6462,68,1,1,945000,1,246302
6,2155,43,4,1,118500,1,53101,1,7310,67,4,1,325000,1,94217
6,2156,39,1,5,0,1,155479,1,7660,63,1,1,750000,1,11616
6,2457,37,1,1,200000,1,93122,1,9014,62,1,1,1400000,1,196300
,,,,,,,,1,6577,35,2,5,0,1,39580
,,,,,,,,1,9189,29,2,5,0,1,96957
,,,,,,,,1,9005,39,1,1,475000,1,162000
6,3701,47,1,1,180000,1,89002,1,3069,71,1,1,200000,1,74600
6,6449,23,2,5,0,1,15000,,,,,,,,
,,,,,,,,1,3381,52,1,1,350000,1,330100
,,,,,,,,1,3127,46,1,1,178000,1,95000
6,10424,40,5,5,0,1,35901,,,,,,,,
,,,,,,,,1,7343,29,2,5,0,1,65300
6,10403,41,5,1,160000,1,42762,,,,,,,,
6,2157,54,1,5,0,1,42000,,,,,,,,
6,2716,28,2,5,0,1,22566,1,3452,52,1,1,180000,1,141500
,,,,,,,,1,3703,50,2,5,0,1,27010
,,,,,,,,1,3659,32,3,1,15000,1,73000
,,,,,,,,1,3701,28,2,5,0,1,17817
,,,,,,,,1,3789,27,2,1,4000,1,25001
,,,,,,,,1,3868,27,2,5,0,1,23000
6,10156,34,2,1,20000,1,61299,,,,,,,,
6,10409,50,4,1,125000,1,126804,,,,,,,,
,,,,,,,,1,3613,64,4,1,125000,1,146900
6,1705,83,2,5,0,1,360,,,,,,,,
6,210,43,1,1,250000,1,103203,,,,,,,,
6,3769,23,2,8,0,1,16701,,,,,,,,
,,,,,,,,1,1035,37,1,1,185000,1,155100
6,208,41,1,1,145000,1,107003,1,397,65,1,8,0,1,94553
6,3555,70,3,1,200000,1,66716,,,,,,,,
6,2054,27,1,1,93000,1,43194,,,,,,,,
6,1373,58,1,1,135000,1,67852,1,7183,82,1,1,170000,1,43718
6,5608,35,1,5,0,1,40000,1,5343,59,4,5,0,1,76400
6,9104,34,1,1,129000,1,283011,1,7864,58,1,5,0,1,88000
6,4277,40,4,1,110000,1,70003,1,6353,55,4,5,0,1,600
6,1374,47,1,5,0,1,76443,1,5851,71,1,5,0,1,53511
,,,,,,,,1,7640,68,1,1,319000,1,92648
6,2832,65,1,1,90000,1,24925,,,,,,,,
,,,,,,,,1,4028,87,3,5,0,1,30700
6,300,35,1,5,0,1,37300,1,3926,59,4,8,0,1,11000
6,292,33,1,1,200000,1,65002,,,,,,,,
6,303,42,1,1,52000,1,23529,,,,,,,,
6,294,38,1,1,280000,1,109003,1,4399,62,1,1,440000,1,143000
,,,,,,,,1,4170,36,1,5,0,1,82800
6,9105,48,1,1,90000,1,61002,1,459,72,1,1,350000,1,74100
6,8013,26,1,5,0,1,51000,,,,,,,,
6,7001,40,1,1,100000,1,70331,,,,,,,,
,,,,,,,,1,1179,45,1,1,315000,1,372000
,,,,,,,,1,902,75,1,1,148000,1,52736
,,,,,,,,1,401,24,2,1,32500,1,23000
6,111,48,1,1,80000,1,63957,1,876,72,4,1,285000,1,111579
6,3726,22,1,5,0,1,10126,,,,,,,,
6,101,53,4,1,6000,1,52082,,,,,,,,
6,8100,35,1,1,120000,2,99852,,,,,,,,
6,3787,73,1,1,50000,1,76503,,,,,,,,
6,3785,40,1,1,175000,1,97100,1,192,63,1,1,700000,1,386900
6,3788,34,1,1,138000,1,95902,1,1242,58,1,1,500000,1,204300
,,,,,,,,1,553,35,1,1,480000,1,225874
,,,,,,,,1,949,33,2,1,180000,1,10000
,,,,,,,,1,143,28,2,5,0,1,36018
6,3784,37,1,1,135000,1,121504,1,799,62,1,1,810000,1,310500
,,,,,,,,1,504,31,1,1,300000,1,176000
6,632,54,1,1,75000,1,28058,,,,,,,,
6,2389,26,2,5,0,1,24000,,,,,,,,
6,1375,51,1,1,75000,1,51376,,,,,,,,
6,978,26,1,1,64000,1,62001,1,2142,51,1,1,170000,1,166500
,,,,,,,,1,2446,20,2,5,0,1,34070
6,2158,24,1,8,0,1,53520,1,2796,49,1,1,200000,1,55000
6,1376,52,1,8,0,1,40955,1,1909,76,1,1,165000,1,32770
,,,,,,,,1,2403,27,2,5,0,1,46900
6,4121,73,1,1,25000,1,15721,,,,,,,,
,,,,,,,,1,4382,70,3,5,0,1,16176
6,4122,59,1,1,20000,1,23414,,,,,,,,
6,730,80,3,5,0,2,4824,,,,,,,,
6,1667,59,3,1,36000,2,8831,1,1648,83,3,1,58000,3,0
