ER5001,ER5002,ER5006,ER5013,ER5031,ER5032,ER6814,ER6993,ER72001,ER72002,ER72017,ER72024,ER72030,ER72031,ER76897,ER77448
6,8475,47,5,5,0,2,842,1,4580,71,3,1,75000,2,9240
6,4921,29,1,1,46000,2,44399,1,7554,53,4,5,0,2,57000
6,4922,27,2,5,0,2,26890,,,,,,,,
6,8477,23,2,5,0,2,10048,1,5732,47,4,5,0,2,21000
,,,,,,,,1,5850,41,2,8,0,2,1431
,,,,,,,,1,9509,34,2,5,0,2,29080
,,,,,,,,1,5713,32,2,5,0,2,153700
,,,,,,,,1,5878,32,2,5,0,2,25000
,,,,,,,,1,9390,31,2,1,26000,2,12050
,,,,,,,,1,8935,28,4,5,0,2,38000
6,8474,23,1,1,55000,2,24025,1,5495,47,1,1,250000,2,104100
,,,,,,,,1,6247,47,1,1,190000,2,30000
6,10090,57,1,1,48000,2,43268,,,,,,,,
6,4360,46,1,1,60000,1,38500,,,,,,,,
6,9118,25,1,1,30000,1,28999,,,,,,,,
6,6860,85,4,5,0,2,5820,,,,,,,,
6,7608,34,2,8,0,2,500,,,,,,,,
6,6036,34,1,5,0,2,56201,1,2385,58,1,1,450000,2,197500
6,5866,51,1,5,0,2,44985,,,,,,,,
,,,,,,,,1,2085,31,1,1,290000,2,230000
6,8041,75,4,1,35000,2,20105,,,,,,,,
6,10227,34,2,8,0,2,7796,,,,,,,,
6,5463,45,4,5,0,2,33929,,,,,,,,
6,6559,58,3,5,0,2,8400,,,,,,,,
6,4166,44,1,5,0,2,33514,,,,,,,,
6,4033,59,1,1,70000,1,39855,,,,,,,,
6,5086,31,2,5,0,1,25150,,,,,,,,
6,4679,29,2,5,0,1,21800,,,,,,,,
6,4361,31,1,1,110000,1,104152,,,,,,,,
6,4078,82,3,5,0,2,4400,,,,,,,,
6,7829,45,1,1,35000,1,48301,,,,,,,,
6,9331,39,1,1,50000,1,270009,,,,,,,,
,,,,,,,,1,7068,80,3,5,0,2,8400
6,8929,38,2,5,0,2,4999,,,,,,,,
6,5888,30,2,5,0,2,4048,1,5004,54,2,5,0,2,63800
,,,,,,,,1,7843,52,2,5,0,2,45000
6,5963,65,1,1,9999998,9,42928,,,,,,,,
6,4362,64,3,5,0,2,5808,,,,,,,,
6,4034,42,4,1,60000,2,13230,,,,,,,,
6,4680,22,2,5,0,2,9551,,,,,,,,
6,6662,44,1,5,0,2,43385,,,,,,,,
,,,,,,,,1,780,49,1,1,85000,2,92000
6,5357,68,5,1,30000,2,5226,,,,,,,,
6,9717,35,2,5,0,2,3049,,,,,,,,
6,9830,48,5,8,0,2,48291,,,,,,,,
6,4213,75,3,5,0,2,22500,,,,,,,,
6,4159,61,5,5,0,2,5028,,,,,,,,
6,4521,35,2,5,0,2,9600,1,4116,59,2,5,0,2,13200
6,10421,34,2,5,0,2,15697,,,,,,,,
6,9500,28,1,5,0,2,11999,1,4256,52,1,5,0,2,61000
6,8776,27,2,5,0,2,5999,1,4156,51,2,5,0,2,77520
,,,,,,,,1,4186,41,5,5,0,2,3800
,,,,,,,,1,3887,40,5,5,0,2,18316
,,,,,,,,1,4094,36,2,5,0,2,35000
,,,,,,,,1,4378,36,4,5,0,2,51235
,,,,,,,,1,3892,33,2,5,0,2,39555
,,,,,,,,1,4350,34,2,8,0,2,30000
,,,,,,,,1,4253,31,2,5,0,2,86500
,,,,,,,,1,4257,27,2,5,0,2,6507
,,,,,,,,1,4254,26,2,5,0,2,39000
,,,,,,,,1,3996,22,2,5,0,2,21238
,,,,,,,,1,4160,39,5,1,37000,2,70630
,,,,,,,,1,3987,31,2,5,0,2,45564
6,6252,23,2,5,0,2,20115,,,,,,,,
6,4162,58,4,5,0,2,1639,,,,,,,,
6,4522,33,5,5,0,2,1778,,,,,,,,
6,6522,30,2,8,0,2,5,,,,,,,,
6,5730,26,2,8,0,2,120,,,,,,,,
6,5952,37,4,1,80000,2,18200,,,,,,,,
6,7196,70,3,1,18000,2,17180,,,,,,,,
6,5964,48,2,5,0,2,35599,,,,,,,,
6,5556,42,2,1,23000,2,20533,,,,,,,,
6,4583,68,1,1,65000,2,18112,,,,,,,,
,,,,,,,,1,6395,65,5,1,210000,2,24800
6,7147,38,1,5,0,2,30300,1,8175,63,1,5,0,2,58600
6,4212,36,4,1,7000,2,21221,1,7775,60,4,1,85000,2,11520
,,,,,,,,1,7635,39,2,1,70000,2,74000
,,,,,,,,1,8787,37,2,5,0,2,51900
,,,,,,,,1,6783,37,2,5,0,2,28350
,,,,,,,,1,8204,36,2,5,0,2,46600
,,,,,,,,1,5818,34,1,1,100000,2,111500
,,,,,,,,1,6026,34,1,5,0,2,93108
,,,,,,,,1,9065,34,2,1,170000,2,107000
,,,,,,,,1,7109,32,2,5,0,2,35000
,,,,,,,,1,6521,32,1,5,0,2,85100
6,4580,42,1,5,0,2,69815,,,,,,,,
6,4910,44,1,1,70000,2,42900,,,,,,,,
6,4211,32,4,5,0,2,36001,,,,,,,,
6,4909,32,1,1,125000,2,79401,1,8254,56,1,1,200000,2,153000
,,,,,,,,1,8173,29,2,8,0,2,29000
6,4582,36,1,1,84000,2,43844,1,8076,60,1,1,125000,2,99818
6,5087,34,1,5,0,1,14400,,,,,,,,
6,4639,55,1,1,35000,1,23600,,,,,,,,
6,5358,25,1,1,5000,1,215727,,,,,,,,
6,5710,61,3,1,40000,2,6000,,,,,,,,
,,,,,,,,1,5695,63,4,1,42000,2,19800
6,5582,36,1,1,50000,2,60299,,,,,,,,
,,,,,,,,1,8163,58,4,5,0,2,16000
6,7079,30,5,5,0,2,32000,,,,,,,,
,,,,,,,,1,8543,37,1,5,0,2,73550
6,5711,25,2,5,0,2,13000,1,9131,50,4,5,0,2,26700
,,,,,,,,1,9438,32,2,5,0,2,31080
,,,,,,,,1,6072,24,2,5,0,2,60000
,,,,,,,,1,7597,27,2,5,0,2,101100
6,5501,41,1,5,0,2,30231,,,,,,,,
6,5262,42,5,1,50000,2,13110,,,,,,,,
6,5502,34,1,5,0,2,32083,,,,,,,,
,,,,,,,,1,6327,45,2,5,0,2,10350
,,,,,,,,1,8595,30,2,5,0,2,30300
,,,,,,,,1,5880,41,4,8,0,2,4800
,,,,,,,,1,8107,29,2,5,0,2,62000
,,,,,,,,1,6850,44,4,5,0,2,58000
,,,,,,,,1,5962,25,2,5,0,2,500
,,,,,,,,1,7659,44,2,5,0,2,44612
,,,,,,,,1,5727,47,1,5,0,2,49000
6,6380,62,4,1,15000,2,19474,,,,,,,,
6,7346,42,1,1,50000,2,38401,1,3010,66,1,1,95000,2,35500
6,7705,40,2,8,0,2,32000,,,,,,,,
6,8042,38,4,5,0,2,23850,,,,,,,,
6,10347,30,2,5,0,2,30749,,,,,,,,
6,6427,31,2,5,0,2,11000,1,3425,56,2,5,0,2,11000
6,4363,68,2,1,9999998,2,10836,,,,,,,,
6,4364,44,5,5,0,2,8293,,,,,,,,
6,4365,42,1,5,0,2,1601,,,,,,,,
6,9384,40,2,5,0,2,11492,1,5856,63,4,5,0,2,12300
6,9959,38,2,5,0,2,39243,,,,,,,,
6,5088,21,2,5,0,2,2327,1,8023,45,2,5,0,2,9000
,,,,,,,,1,4863,42,3,5,0,2,15312
,,,,,,,,1,8465,25,2,5,0,2,8900
,,,,,,,,1,9199,22,2,5,0,2,65000
6,9681,38,5,1,9999998,2,12124,,,,,,,,
6,10109,28,1,5,0,2,8098,,,,,,,,
6,10256,20,1,8,0,2,73352,,,,,,,,
6,4584,79,1,1,50000,2,12601,,,,,,,,
6,4587,46,2,1,40000,2,39005,,,,,,,,
,,,,,,,,1,7469,62,3,1,75000,2,46348
,,,,,,,,1,7505,37,1,1,240000,2,134000
,,,,,,,,1,5964,34,2,1,20000,2,29000
,,,,,,,,1,8694,24,2,5,0,2,69000
6,5320,38,1,1,40000,2,43000,,,,,,,,
,,,,,,,,1,9607,43,1,5,0,2,71850
6,9548,37,5,5,0,2,14878,1,3131,62,5,5,0,2,15080
6,4681,39,1,1,120000,2,65301,1,3133,63,1,1,330000,2,110200
6,4366,50,3,1,23000,2,7399,1,3066,74,3,1,30000,2,40400
6,9119,44,5,1,20000,2,15000,,,,,,,,
,,,,,,,,1,3026,48,1,1,20000,2,9000
,,,,,,,,1,3128,45,1,1,15000,2,60000
,,,,,,,,1,3141,40,5,5,0,2,24003
,,,,,,,,1,6460,40,2,1,20000,2,33000
,,,,,,,,1,3347,25,2,5,0,2,93600
6,4367,44,5,5,0,2,18554,,,,,,,,
6,4368,34,5,5,0,2,2400,,,,,,,,
,,,,,,,,1,3293,25,2,5,0,2,9546
,,,,,,,,1,3184,50,4,5,0,2,11200
,,,,,,,,1,3209,43,1,1,90000,2,106000
,,,,,,,,1,3045,43,1,1,121000,2,46850
,,,,,,,,1,3033,23,1,5,0,2,18000
6,4851,56,1,5,0,1,49027,,,,,,,,
6,4853,27,1,1,16000,1,22009,,,,,,,,
6,4975,23,4,5,0,1,1949,,,,,,,,
6,9267,67,3,5,0,2,34575,,,,,,,,
6,9266,41,5,5,0,2,7552,,,,,,,,
6,6016,42,1,5,0,2,18680,,,,,,,,
6,6098,30,5,5,0,2,2040,,,,,,,,
,,,,,,,,1,4193,29,4,5,0,2,33320
,,,,,,,,1,4487,27,2,5,0,2,98050
6,6015,37,1,5,0,2,51400,,,,,,,,
6,5827,26,5,5,0,2,11570,,,,,,,,
6,5089,24,5,5,0,2,25100,,,,,,,,
,,,,,,,,1,4252,39,4,1,230000,2,131600
,,,,,,,,1,4185,38,4,1,12000,2,65000
,,,,,,,,1,4275,35,1,1,180000,2,125500
,,,,,,,,1,3950,33,5,1,8000,2,25000
,,,,,,,,1,4095,30,2,5,0,2,128000
,,,,,,,,1,4124,28,2,1,3500,2,36000
,,,,,,,,1,4003,58,1,1,216000,2,193338
,,,,,,,,1,3959,41,1,1,200000,2,139775
,,,,,,,,1,4195,32,4,5,0,2,40008
,,,,,,,,1,4292,20,2,8,0,3,6494
,,,,,,,,1,3998,28,1,5,0,2,60230
6,5689,77,3,5,0,2,15121,,,,,,,,
6,4092,45,4,5,0,2,22208,,,,,,,,
6,5696,33,2,5,0,2,7749,1,5504,57,2,5,0,2,9012
,,,,,,,,1,7221,64,4,1,16000,2,24300
6,5842,28,2,5,0,2,9118,,,,,,,,
6,9167,39,2,8,0,2,0,,,,,,,,
6,4479,30,2,8,0,2,0,,,,,,,,
6,4094,27,2,5,0,2,4912,,,,,,,,
,,,,,,,,1,8387,39,2,5,0,2,43000
,,,,,,,,1,8376,34,2,1,70000,2,38200
,,,,,,,,1,8270,32,2,5,0,2,39600
,,,,,,,,1,5588,26,2,5,0,2,66000
,,,,,,,,1,8969,25,2,5,0,2,16033
,,,,,,,,1,8414,43,4,5,0,2,75000
6,6322,41,1,5,0,2,62501,,,,,,,,
,,,,,,,,1,9257,24,2,8,0,2,4550
,,,,,,,,1,8074,28,2,5,0,2,15300
,,,,,,,,1,6185,50,1,1,30000,2,98263
,,,,,,,,1,9224,23,2,8,0,2,30893
,,,,,,,,1,6989,47,1,1,165000,2,35000
,,,,,,,,1,8918,27,2,5,0,2,38400
,,,,,,,,1,6147,61,4,5,0,2,66800
,,,,,,,,1,8553,44,4,5,0,1,0
,,,,,,,,1,4675,26,2,5,0,2,70000
6,6557,54,5,5,0,1,33200,,,,,,,,
6,10073,28,2,5,0,1,40800,,,,,,,,
6,4369,43,5,5,0,1,8040,,,,,,,,
6,4946,73,1,1,78000,2,18721,,,,,,,,
,,,,,,,,1,5901,97,3,1,9999999,2,12000
6,5090,45,1,5,0,2,72001,1,6753,70,4,1,85000,2,30432
,,,,,,,,1,8189,43,5,1,165000,2,50000
6,4370,76,1,1,25000,2,12088,,,,,,,,
,,,,,,,,1,7305,46,4,5,0,2,24432
,,,,,,,,1,8418,62,4,1,110000,2,38080
,,,,,,,,1,7281,41,1,1,525000,2,196600
,,,,,,,,1,8728,40,2,1,15000,2,23000
6,4474,62,1,1,50000,2,30988,,,,,,,,
,,,,,,,,1,7458,88,3,5,0,2,13092
6,4724,43,2,5,0,2,8344,,,,,,,,
6,5234,42,4,5,0,2,19100,1,6334,66,4,5,0,2,21600
6,9591,38,2,5,0,2,4284,,,,,,,,
6,4844,35,1,1,60000,2,33000,1,9072,60,4,1,250000,2,52300
6,9597,31,2,5,0,2,28680,,,,,,,,
6,4845,30,2,5,0,9,150,1,8913,55,4,5,0,2,75600
6,10290,31,2,5,0,2,3500,,,,,,,,
6,5927,29,1,5,0,2,32000,1,9528,54,4,5,0,2,31388
,,,,,,,,1,5178,45,4,1,190000,2,41001
,,,,,,,,1,8999,48,2,5,0,2,52000
6,6760,20,2,5,0,2,2928,1,8748,44,2,5,0,2,11400
,,,,,,,,1,4552,45,2,8,0,2,77550
,,,,,,,,1,8778,36,4,1,300000,2,20042
,,,,,,,,1,4660,33,2,5,0,2,60001
,,,,,,,,1,7677,32,4,5,0,2,8500
,,,,,,,,1,7771,27,2,5,0,2,17000
,,,,,,,,1,8393,25,2,8,0,2,3000
,,,,,,,,1,6828,23,2,5,0,2,30000
,,,,,,,,1,8178,22,2,5,0,2,20000
6,4475,51,1,5,0,2,13201,,,,,,,,
,,,,,,,,1,6908,39,2,5,0,2,26500
6,5400,27,2,5,0,2,19999,,,,,,,,
,,,,,,,,1,7449,46,1,5,0,2,10056
,,,,,,,,1,7286,46,4,1,122000,2,30114
,,,,,,,,1,4730,50,1,5,0,2,60660
,,,,,,,,1,8192,36,2,8,0,2,10920
,,,,,,,,1,8624,37,4,1,160000,2,28000
6,5965,34,2,5,0,2,6473,,,,,,,,
6,7706,35,2,5,0,2,26920,,,,,,,,
6,4371,84,3,5,0,1,5208,,,,,,,,
6,4101,71,3,1,9999998,2,5448,1,5497,95,3,1,32000,2,12000
,,,,,,,,1,5287,67,3,1,8000,2,41832
6,4102,41,1,1,40000,2,14900,,,,,,,,
6,5241,38,2,8,0,2,0,1,4663,62,2,5,0,2,9000
,,,,,,,,1,9353,45,2,8,0,2,25000
,,,,,,,,1,4679,44,1,1,90000,2,60000
,,,,,,,,1,8976,42,2,5,0,2,0
,,,,,,,,1,7252,33,4,5,0,2,85800
,,,,,,,,1,6764,32,2,5,0,2,46000
6,9790,37,3,1,35000,2,6350,,,,,,,,
6,5236,43,1,1,3000,2,9999,,,,,,,,
6,9265,44,5,8,0,2,21288,,,,,,,,
,,,,,,,,1,8962,45,2,8,0,2,0
,,,,,,,,1,6845,23,2,5,0,2,62672
,,,,,,,,1,7087,36,1,1,55000,2,69100
,,,,,,,,1,7869,45,2,1,25000,2,36080
6,5091,81,1,1,20000,1,12265,,,,,,,,
6,5808,36,1,1,16000,1,35533,,,,,,,,
6,6099,40,1,1,9000,1,34854,,,,,,,,
6,7197,34,3,5,0,1,48605,,,,,,,,
6,6100,49,1,1,80000,1,57508,,,,,,,,
6,6017,44,1,5,0,1,64099,,,,,,,,
6,5762,61,3,1,65000,2,42852,,,,,,,,
6,4578,36,5,1,8000,2,17900,1,6284,60,5,1,9999999,2,9312
6,4579,34,1,1,10000,2,44335,1,7488,58,1,1,200000,2,100000
,,,,,,,,1,6958,54,4,1,60000,2,3137
,,,,,,,,1,6206,40,5,8,0,2,45650
,,,,,,,,1,6998,40,2,1,25000,2,1368
,,,,,,,,1,6122,39,2,1,25000,2,24000
,,,,,,,,1,7453,39,5,1,40000,2,23400
,,,,,,,,1,7613,35,2,1,36000,2,65076
,,,,,,,,1,6730,33,2,1,9999998,2,21500
,,,,,,,,1,8205,26,2,5,0,2,38243
,,,,,,,,1,8412,58,4,1,85000,2,40704
,,,,,,,,1,9253,40,5,5,0,1,34391
,,,,,,,,1,7812,35,2,5,0,1,18050
6,7653,46,1,1,56000,2,76759,1,5512,70,1,1,70000,2,24538
,,,,,,,,1,9452,35,1,5,0,2,58000
,,,,,,,,1,8554,23,2,5,0,2,12912
,,,,,,,,1,7827,47,1,1,285000,2,213680
,,,,,,,,1,8617,37,1,5,0,2,168216
6,4214,33,4,5,0,2,7799,,,,,,,,
,,,,,,,,1,2799,35,2,5,0,2,23416
6,4581,30,4,5,0,2,7021,,,,,,,,
6,4640,59,1,1,65000,1,41891,,,,,,,,
6,4372,34,1,1,52000,1,54501,,,,,,,,
6,5809,33,1,1,45000,1,33398,,,,,,,,
6,5307,38,2,5,0,2,15340,,,,,,,,
,,,,,,,,1,8505,42,2,5,0,2,29500
6,5093,54,1,1,26500,2,22439,,,,,,,,
6,4373,51,5,1,10000,2,20900,,,,,,,,
6,5092,32,2,5,0,2,5768,,,,,,,,
6,5810,28,2,5,0,2,13010,,,,,,,,
,,,,,,,,1,7774,38,1,5,0,2,56800
,,,,,,,,1,7590,36,2,5,0,2,75000
,,,,,,,,1,9185,33,2,5,0,2,64000
,,,,,,,,1,4635,29,1,1,9999998,2,81800
,,,,,,,,1,4935,51,1,5,0,2,92000
,,,,,,,,1,5761,31,2,5,0,2,54664
,,,,,,,,1,5650,26,2,5,0,2,40392
6,5317,76,3,5,0,2,5640,,,,,,,,
6,5359,61,3,5,0,2,5877,,,,,,,,
6,5464,38,2,5,0,2,10859,1,1071,63,2,5,0,2,39822
6,9120,35,2,5,0,2,70011,,,,,,,,
6,8558,39,2,1,79000,2,52001,,,,,,,,
,,,,,,,,1,3346,25,2,1,60000,2,56550
6,5094,43,1,1,90000,2,52280,1,3277,67,1,5,0,2,51650
,,,,,,,,1,3288,37,1,5,0,2,170000
,,,,,,,,1,3194,49,1,5,0,2,138601
6,4722,65,4,5,0,2,11200,,,,,,,,
6,6764,24,2,5,0,2,23000,,,,,,,,
6,5233,43,1,1,70000,2,60001,,,,,,,,
6,10309,45,4,5,0,2,20480,1,2329,68,4,1,78000,2,21372
6,5360,39,2,5,0,2,9533,1,1563,63,2,5,0,2,6000
6,4682,35,2,1,86000,2,46001,,,,,,,,
6,9549,34,2,5,0,2,20300,,,,,,,,
6,10363,27,2,5,0,2,47000,,,,,,,,
,,,,,,,,1,2726,56,2,5,0,1,14109
6,5946,53,4,5,0,2,2266,,,,,,,,
6,5865,28,1,5,0,2,33000,,,,,,,,
6,5945,47,1,1,50000,2,118001,,,,,,,,
6,7611,23,2,5,0,2,15799,,,,,,,,
,,,,,,,,1,2509,57,1,5,0,2,88200
6,5328,48,1,1,30000,2,27016,,,,,,,,
,,,,,,,,1,5772,58,4,5,0,2,10680
6,5329,32,5,5,0,2,999,,,,,,,,
6,6360,28,1,1,30000,2,16287,1,7531,52,4,5,0,2,1240
6,6589,26,5,5,0,2,16000,1,8202,50,5,5,0,2,26000
,,,,,,,,1,6810,38,5,5,0,2,79000
,,,,,,,,1,6453,36,2,5,0,2,54050
,,,,,,,,1,6949,34,1,1,100000,2,102481
,,,,,,,,1,6336,32,2,5,0,2,24500
,,,,,,,,1,5236,30,2,5,0,1,31200
,,,,,,,,1,5672,28,2,5,0,2,40005
6,4920,37,1,1,2000,2,22514,,,,,,,,
,,,,,,,,1,5619,34,5,5,0,2,36060
,,,,,,,,1,7308,49,4,1,170000,2,78634
,,,,,,,,1,7431,40,5,5,0,2,59454
,,,,,,,,1,8986,30,1,5,0,2,92000
,,,,,,,,1,6727,46,1,1,150000,2,89100
6,5811,64,3,5,0,1,19365,,,,,,,,
6,6101,45,1,1,105000,1,79801,,,,,,,,
6,4830,71,3,5,0,2,6240,,,,,,,,
6,5668,44,5,5,0,2,15116,1,4150,68,4,5,0,2,18552
6,5906,29,2,5,0,2,6721,,,,,,,,
6,6165,27,4,5,0,2,19700,1,4326,51,4,5,0,2,34352
6,9468,24,1,1,80000,2,41100,,,,,,,,
,,,,,,,,1,4075,32,2,5,0,2,40706
,,,,,,,,1,4344,31,2,5,0,2,12388
,,,,,,,,1,4452,27,2,5,0,2,32694
6,6168,45,1,1,17000,2,64573,,,,,,,,
6,5570,54,1,5,0,2,14399,,,,,,,,
6,5261,69,3,1,35000,2,7464,,,,,,,,
6,4127,44,3,1,12000,2,19660,,,,,,,,
6,4511,37,2,8,0,2,6365,,,,,,,,
6,4124,34,2,5,0,2,9800,,,,,,,,
,,,,,,,,1,5987,47,4,8,0,2,38320
,,,,,,,,1,7126,44,2,8,0,2,12000
,,,,,,,,1,8895,39,4,1,180000,2,80000
,,,,,,,,1,4634,37,2,5,0,2,19250
,,,,,,,,1,9593,32,2,5,0,2,31000
6,4128,71,4,1,30000,2,5496,,,,,,,,
6,5500,37,1,1,90000,2,93002,1,5119,61,1,1,200000,2,60525
,,,,,,,,1,8140,44,4,1,120000,2,94830
,,,,,,,,1,8188,26,2,5,0,2,10000
,,,,,,,,1,5354,65,4,1,10000,2,18132
,,,,,,,,1,8790,42,4,1,80000,2,41720
6,9134,46,2,5,0,2,19920,1,4702,70,2,1,9999998,2,21000
6,7081,46,2,1,25000,2,5300,,,,,,,,
6,7233,44,2,5,0,2,16449,1,8987,69,2,1,9999998,2,78120
6,7078,44,2,5,0,2,8999,1,6189,68,2,1,9999999,2,0
6,9133,39,2,5,0,2,10839,,,,,,,,
,,,,,,,,1,6769,54,4,5,0,2,37500
6,8137,29,2,1,6500,2,25501,,,,,,,,
6,6797,27,2,5,0,2,14000,1,7681,51,2,1,40000,2,40000
6,8136,25,2,1,15000,2,14720,,,,,,,,
6,7236,24,2,8,0,2,500,,,,,,,,
,,,,,,,,1,6078,48,2,8,0,2,33000
6,7769,23,2,8,0,2,14299,,,,,,,,
,,,,,,,,1,4584,46,2,1,8000,2,17080
,,,,,,,,1,6379,44,2,1,60000,2,29640
,,,,,,,,1,5247,44,4,1,7000,2,50000
,,,,,,,,1,5306,43,2,5,0,2,25000
,,,,,,,,1,6583,42,2,5,0,2,29044
,,,,,,,,1,4821,35,2,5,0,2,90000
,,,,,,,,1,8462,33,2,5,0,2,52650
,,,,,,,,1,5768,25,2,5,0,2,16800
,,,,,,,,1,5845,23,2,5,0,2,16380
,,,,,,,,1,7361,23,2,5,0,2,34500
6,6102,50,1,5,0,2,49299,,,,,,,,
6,4798,61,1,1,15000,2,9070,,,,,,,,
6,8138,43,1,1,4000,2,44503,,,,,,,,
6,7528,34,1,5,0,2,-16401,,,,,,,,
,,,,,,,,1,8161,28,2,5,0,2,14000
,,,,,,,,1,5479,76,3,5,0,2,32744
,,,,,,,,1,8602,43,2,1,15000,2,47750
,,,,,,,,1,8578,41,4,5,0,2,143000
,,,,,,,,1,8385,32,2,5,0,2,20800
,,,,,,,,1,5376,25,2,5,0,2,12870
,,,,,,,,1,5651,50,1,1,165000,2,70000
6,5394,34,2,1,38000,2,22299,,,,,,,,
6,9847,39,1,5,0,2,23680,,,,,,,,
6,4947,51,1,1,120000,2,42150,1,3015,75,1,5,0,1,34564
,,,,,,,,1,3190,54,4,1,140000,2,80470
6,8043,29,5,5,0,2,25839,,,,,,,,
6,5557,27,1,5,0,2,26300,1,3336,51,1,1,200000,2,173830
,,,,,,,,1,3022,50,5,5,0,2,69840
,,,,,,,,1,3198,34,2,5,0,2,5000
,,,,,,,,1,2991,29,2,5,0,2,37000
,,,,,,,,1,3215,53,1,1,210000,2,128000
6,6181,63,5,1,100000,2,17516,,,,,,,,
6,9155,44,5,8,0,2,36615,,,,,,,,
6,10370,37,2,5,0,2,48301,,,,,,,,
6,7753,35,1,1,95000,2,150024,1,808,58,1,1,850000,2,380442
6,9007,33,4,5,0,2,30000,,,,,,,,
6,6183,41,4,5,0,2,28501,,,,,,,,
,,,,,,,,1,888,28,4,5,0,2,19000
6,6754,40,5,1,40000,2,38717,,,,,,,,
6,7750,38,2,5,0,2,12265,,,,,,,,
6,5465,44,2,5,0,2,24440,,,,,,,,
6,5889,39,5,5,0,2,20000,1,796,63,5,1,83000,2,25608
,,,,,,,,1,1304,38,2,5,0,2,22880
,,,,,,,,1,275,27,2,1,125000,2,34216
6,6103,47,1,1,250000,3,50175,,,,,,,,
6,8246,62,1,1,65000,1,54121,,,,,,,,
6,6104,43,5,5,0,2,54501,,,,,,,,
6,8493,42,4,5,0,2,186,,,,,,,,
6,7015,38,5,5,0,2,32980,,,,,,,,
6,7786,57,1,1,65000,2,31000,,,,,,,,
6,6037,35,1,5,0,2,42600,1,3023,58,1,1,225000,2,106526
6,6249,25,1,5,0,2,22250,,,,,,,,
,,,,,,,,1,3206,32,2,5,0,2,50550
,,,,,,,,1,3158,27,2,5,0,2,18720
,,,,,,,,1,3214,51,4,1,80000,2,67800
,,,,,,,,1,3229,28,2,5,0,2,38000
,,,,,,,,1,3355,46,1,5,0,2,74800
,,,,,,,,1,3179,35,1,5,0,2,78500
,,,,,,,,1,3139,30,1,5,0,2,81501
6,9718,82,1,1,50000,1,22869,,,,,,,,
6,9719,37,1,1,140000,1,97228,,,,,,,,
6,5629,31,1,1,20600,1,39814,,,,,,,,
6,6105,29,1,1,120000,1,50700,,,,,,,,
6,9551,28,2,5,0,1,6357,,,,,,,,
6,9550,67,1,5,0,1,37300,,,,,,,,
6,5753,63,1,1,130000,3,100002,,,,,,,,
6,8190,33,4,1,12000,3,120003,,,,,,,,
6,4903,29,2,1,70000,3,74001,,,,,,,,
6,5754,35,1,1,78000,3,43760,,,,,,,,
6,7935,65,5,1,34000,3,6648,,,,,,,,
6,4164,39,2,1,20000,2,28600,1,200,63,2,1,110000,2,60005
,,,,,,,,1,1137,26,2,5,0,2,42050
6,5492,84,4,8,0,2,3695,,,,,,,,
6,10390,47,1,1,69900,2,28116,,,,,,,,
6,8383,29,1,5,0,2,28200,,,,,,,,
6,8664,24,2,5,0,2,20000,,,,,,,,
6,4831,69,3,1,60000,2,7692,,,,,,,,
6,5910,48,4,1,10000,2,31839,1,5992,72,4,1,175000,2,14245
6,6171,45,1,1,25000,2,59001,,,,,,,,
,,,,,,,,1,5676,57,1,1,300000,2,24200
6,5909,31,2,8,0,2,20680,,,,,,,,
,,,,,,,,1,5530,44,4,5,0,2,110002
,,,,,,,,1,5264,39,2,8,0,2,15600
,,,,,,,,1,5598,35,2,5,0,2,35000
,,,,,,,,1,8095,31,2,1,100000,2,15300
,,,,,,,,1,5769,66,3,1,35000,2,60656
6,6160,35,1,1,35000,2,48623,,,,,,,,
6,6024,33,1,1,65000,2,55774,,,,,,,,
6,6159,45,1,1,32000,2,54000,1,5882,69,1,1,80000,2,89000
,,,,,,,,1,8930,35,2,5,0,2,23600
6,5908,40,1,1,40000,2,28999,,,,,,,,
,,,,,,,,1,7650,31,1,5,0,2,118200
,,,,,,,,1,7298,44,4,1,215000,2,93000
,,,,,,,,1,5709,34,1,1,130000,2,97000
,,,,,,,,1,7768,33,1,5,0,2,67300
,,,,,,,,1,8849,27,1,5,0,2,98785
6,6404,62,3,1,60000,2,13500,,,,,,,,
6,5914,41,2,1,155000,2,130604,,,,,,,,
6,6747,34,4,1,50000,2,39942,,,,,,,,
6,9669,25,1,1,50000,2,56015,,,,,,,,
6,5675,72,3,1,9999998,2,5496,,,,,,,,
6,8264,49,1,1,40000,2,25699,,,,,,,,
6,5833,73,3,8,0,2,4800,,,,,,,,
6,5832,29,2,8,0,2,240,,,,,,,,
6,9951,27,2,5,0,9,14400,,,,,,,,
6,10054,35,1,5,0,2,599,,,,,,,,
6,4713,60,1,1,60000,2,36914,,,,,,,,
6,6164,34,1,5,0,2,37799,,,,,,,,
6,5669,33,1,5,0,2,54124,,,,,,,,
6,6163,30,4,5,0,2,15400,,,,,,,,
6,5905,29,4,5,0,2,13199,1,8255,53,1,1,300000,2,123000
,,,,,,,,1,6677,35,2,1,60000,2,16701
,,,,,,,,1,8637,33,1,5,0,2,78000
,,,,,,,,1,5013,58,1,1,300000,2,153100
6,4948,69,1,5,0,1,10622,,,,,,,,
6,7198,39,1,5,0,1,62251,,,,,,,,
6,7347,31,2,5,0,7,33134,,,,,,,,
6,5853,30,1,5,0,7,67801,,,,,,,,
6,10362,52,1,1,250000,1,62721,,,,,,,,
